"SL No","Question Name","Rating","Tag","URL","Solved"
"1267","Contains Duplicate","1","Easy","https://leetcode.com/problems/contains-duplicate/","Yes"
"1268","Combination Sum III","2","Medium","https://leetcode.com/problems/combination-sum-iii/","No"
"1269","Kth Largest Element in an Array","2","Medium","https://leetcode.com/problems/kth-largest-element-in-an-array/","Yes"
"1270","Shortest Palindrome","3","Hard","https://leetcode.com/problems/shortest-palindrome/","No"
"1271","House Robber II","2","Medium","https://leetcode.com/problems/house-robber-ii/","Yes"
"1272","Word Search II","3","Hard","https://leetcode.com/problems/word-search-ii/","No"
"1273","Design Add and Search Words Data Structure","2","Medium","https://leetcode.com/problems/design-add-and-search-words-data-structure/","No"
"1274","Course Schedule II","2","Medium","https://leetcode.com/problems/course-schedule-ii/","No"
"1275","Minimum Size Subarray Sum","2","Medium","https://leetcode.com/problems/minimum-size-subarray-sum/","Yes"
"1276","Implement Trie (Prefix Tree)","2","Medium","https://leetcode.com/problems/implement-trie-prefix-tree/","No"
"1277","Course Schedule","2","Medium","https://leetcode.com/problems/course-schedule/","Yes"
"1278","Reverse Linked List","1","Easy","https://leetcode.com/problems/reverse-linked-list/","No"
"1279","Isomorphic Strings","1","Easy","https://leetcode.com/problems/isomorphic-strings/","Yes"
"1280","Count Primes","1","Easy","https://leetcode.com/problems/count-primes/","No"
"1281","Remove Linked List Elements","1","Easy","https://leetcode.com/problems/remove-linked-list-elements/","No"
"1282","Happy Number","1","Easy","https://leetcode.com/problems/happy-number/","Yes"
"1283","Bitwise AND of Numbers Range","2","Medium","https://leetcode.com/problems/bitwise-and-of-numbers-range/","No"
"1284","Number of Islands","2","Medium","https://leetcode.com/problems/number-of-islands/","Yes"
"1285","Binary Tree Right Side View","2","Medium","https://leetcode.com/problems/binary-tree-right-side-view/","Yes"
"1286","House Robber","2","Medium","https://leetcode.com/problems/house-robber/","Yes"
"1287","Number of 1 Bits","1","Easy","https://leetcode.com/problems/number-of-1-bits/","Yes"
"1288","Reverse Bits","1","Easy","https://leetcode.com/problems/reverse-bits/","No"
"1289","Rotate Array","2","Medium","https://leetcode.com/problems/rotate-array/","No"
"1290","Best Time to Buy and Sell Stock IV","3","Hard","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/","No"
"1291","Repeated DNA Sequences","2","Medium","https://leetcode.com/problems/repeated-dna-sequences/","No"
"1292","Largest Number","2","Medium","https://leetcode.com/problems/largest-number/","No"
"1293","Dungeon Game","3","Hard","https://leetcode.com/problems/dungeon-game/","No"
"1294","Binary Search Tree Iterator","2","Medium","https://leetcode.com/problems/binary-search-tree-iterator/","No"
"1295","Factorial Trailing Zeroes","1","Easy","https://leetcode.com/problems/factorial-trailing-zeroes/","No"
"1296","Excel Sheet Column Number","1","Easy","https://leetcode.com/problems/excel-sheet-column-number/","No"
"1297","Majority Element","1","Easy","https://leetcode.com/problems/majority-element/","Yes"
"1298","Excel Sheet Column Title","1","Easy","https://leetcode.com/problems/excel-sheet-column-title/","No"
"1299","Two Sum II - Input array is sorted","1","Easy","https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/","No"
"1300","Fraction to Recurring Decimal","2","Medium","https://leetcode.com/problems/fraction-to-recurring-decimal/","No"
"1301","Compare Version Numbers","2","Medium","https://leetcode.com/problems/compare-version-numbers/","No"
"1302","Maximum Gap","3","Hard","https://leetcode.com/problems/maximum-gap/","No"
"1303","Find Peak Element","2","Medium","https://leetcode.com/problems/find-peak-element/","Yes"
"1304","Intersection of Two Linked Lists","1","Easy","https://leetcode.com/problems/intersection-of-two-linked-lists/","Yes"
"1305","Min Stack","1","Easy","https://leetcode.com/problems/min-stack/","Yes"
"1306","Find Minimum in Rotated Sorted Array II","3","Hard","https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/","Yes"
"1307","Find Minimum in Rotated Sorted Array","2","Medium","https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/","Yes"
"1308","Maximum Product Subarray","2","Medium","https://leetcode.com/problems/maximum-product-subarray/","Yes"
"1309","Reverse Words in a String","2","Medium","https://leetcode.com/problems/reverse-words-in-a-string/","Yes"
"1310","Evaluate Reverse Polish Notation","2","Medium","https://leetcode.com/problems/evaluate-reverse-polish-notation/","No"
"1311","Max Points on a Line","3","Hard","https://leetcode.com/problems/max-points-on-a-line/","No"
"1312","Sort List","2","Medium","https://leetcode.com/problems/sort-list/","No"
"1313","Insertion Sort List","2","Medium","https://leetcode.com/problems/insertion-sort-list/","No"
"1314","LRU Cache","2","Medium","https://leetcode.com/problems/lru-cache/","No"
"1315","Binary Tree Postorder Traversal","1","Easy","https://leetcode.com/problems/binary-tree-postorder-traversal/","Yes"
"1316","Binary Tree Preorder Traversal","1","Easy","https://leetcode.com/problems/binary-tree-preorder-traversal/","Yes"
"1317","Reorder List","2","Medium","https://leetcode.com/problems/reorder-list/","No"
"1318","Linked List Cycle II","2","Medium","https://leetcode.com/problems/linked-list-cycle-ii/","No"
"1319","Linked List Cycle","1","Easy","https://leetcode.com/problems/linked-list-cycle/","Yes"
"1320","Word Break II","3","Hard","https://leetcode.com/problems/word-break-ii/","No"
"1321","Word Break","2","Medium","https://leetcode.com/problems/word-break/","Yes"
"1322","Copy List with Random Pointer","2","Medium","https://leetcode.com/problems/copy-list-with-random-pointer/","No"
"1323","Single Number II","2","Medium","https://leetcode.com/problems/single-number-ii/","No"
"1324","Single Number","1","Easy","https://leetcode.com/problems/single-number/","Yes"
"1325","Candy","3","Hard","https://leetcode.com/problems/candy/","No"
"1326","Gas Station","2","Medium","https://leetcode.com/problems/gas-station/","No"
"1327","Clone Graph","2","Medium","https://leetcode.com/problems/clone-graph/","No"
"1328","Palindrome Partitioning II","3","Hard","https://leetcode.com/problems/palindrome-partitioning-ii/","No"
"1329","Palindrome Partitioning","2","Medium","https://leetcode.com/problems/palindrome-partitioning/","No"
"1330","Surrounded Regions","2","Medium","https://leetcode.com/problems/surrounded-regions/","No"
"1331","Sum Root to Leaf Numbers","2","Medium","https://leetcode.com/problems/sum-root-to-leaf-numbers/","No"
"1332","Longest Consecutive Sequence","2","Medium","https://leetcode.com/problems/longest-consecutive-sequence/","No"
"1333","Word Ladder","3","Hard","https://leetcode.com/problems/word-ladder/","No"
"1334","Word Ladder II","3","Hard","https://leetcode.com/problems/word-ladder-ii/","No"
"1335","Valid Palindrome","1","Easy","https://leetcode.com/problems/valid-palindrome/","No"
"1336","Binary Tree Maximum Path Sum","3","Hard","https://leetcode.com/problems/binary-tree-maximum-path-sum/","No"
"1337","Best Time to Buy and Sell Stock III","3","Hard","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/","No"
"1338","Best Time to Buy and Sell Stock II","1","Easy","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/","No"
"1339","Best Time to Buy and Sell Stock","1","Easy","https://leetcode.com/problems/best-time-to-buy-and-sell-stock/","Yes"
"1340","Triangle","2","Medium","https://leetcode.com/problems/triangle/","No"
"1341","Pascal's Triangle II","1","Easy","https://leetcode.com/problems/pascals-triangle-ii/","No"
"1342","Pascal's Triangle","1","Easy","https://leetcode.com/problems/pascals-triangle/","No"
"1343","Populating Next Right Pointers in Each Node II","2","Medium","https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/","No"
"1344","Populating Next Right Pointers in Each Node","2","Medium","https://leetcode.com/problems/populating-next-right-pointers-in-each-node/","Yes"
"1345","Distinct Subsequences","3","Hard","https://leetcode.com/problems/distinct-subsequences/","No"
"1346","Flatten Binary Tree to Linked List","2","Medium","https://leetcode.com/problems/flatten-binary-tree-to-linked-list/","No"
"1347","Path Sum II","2","Medium","https://leetcode.com/problems/path-sum-ii/","No"
"1348","Path Sum","1","Easy","https://leetcode.com/problems/path-sum/","Yes"
"1349","Minimum Depth of Binary Tree","1","Easy","https://leetcode.com/problems/minimum-depth-of-binary-tree/","Yes"
"1350","Balanced Binary Tree","1","Easy","https://leetcode.com/problems/balanced-binary-tree/","No"
"1351","Convert Sorted List to Binary Search Tree","2","Medium","https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/","No"
"1352","Convert Sorted Array to Binary Search Tree","1","Easy","https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/","No"
"1353","Binary Tree Level Order Traversal II","2","Medium","https://leetcode.com/problems/binary-tree-level-order-traversal-ii/","No"
"1354","Construct Binary Tree from Inorder and Postorder Traversal","2","Medium","https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/","No"
"1355","Construct Binary Tree from Preorder and Inorder Traversal","2","Medium","https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/","No"
"1356","Maximum Depth of Binary Tree","1","Easy","https://leetcode.com/problems/maximum-depth-of-binary-tree/","Yes"
"1357","Binary Tree Zigzag Level Order Traversal","2","Medium","https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/","No"
"1358","Binary Tree Level Order Traversal","2","Medium","https://leetcode.com/problems/binary-tree-level-order-traversal/","Yes"
"1359","Symmetric Tree","1","Easy","https://leetcode.com/problems/symmetric-tree/","Yes"
"1360","Same Tree","1","Easy","https://leetcode.com/problems/same-tree/","Yes"
"1361","Recover Binary Search Tree","2","Medium","https://leetcode.com/problems/recover-binary-search-tree/","No"
"1362","Validate Binary Search Tree","2","Medium","https://leetcode.com/problems/validate-binary-search-tree/","No"
"1363","Interleaving String","2","Medium","https://leetcode.com/problems/interleaving-string/","No"
"1364","Unique Binary Search Trees","2","Medium","https://leetcode.com/problems/unique-binary-search-trees/","No"
"1365","Unique Binary Search Trees II","2","Medium","https://leetcode.com/problems/unique-binary-search-trees-ii/","No"
"1366","Binary Tree Inorder Traversal","1","Easy","https://leetcode.com/problems/binary-tree-inorder-traversal/","Yes"
"1367","Restore IP Addresses","2","Medium","https://leetcode.com/problems/restore-ip-addresses/","No"
"1368","Reverse Linked List II","2","Medium","https://leetcode.com/problems/reverse-linked-list-ii/","No"
"1369","Decode Ways","2","Medium","https://leetcode.com/problems/decode-ways/","No"
"1370","Subsets II","2","Medium","https://leetcode.com/problems/subsets-ii/","No"
"1371","Gray Code","2","Medium","https://leetcode.com/problems/gray-code/","Yes"
"1372","Merge Sorted Array","1","Easy","https://leetcode.com/problems/merge-sorted-array/","Yes"
"1373","Scramble String","3","Hard","https://leetcode.com/problems/scramble-string/","No"
"1374","Partition List","2","Medium","https://leetcode.com/problems/partition-list/","No"
"1375","Maximal Rectangle","3","Hard","https://leetcode.com/problems/maximal-rectangle/","No"
"1376","Largest Rectangle in Histogram","3","Hard","https://leetcode.com/problems/largest-rectangle-in-histogram/","No"
"1377","Remove Duplicates from Sorted List","1","Easy","https://leetcode.com/problems/remove-duplicates-from-sorted-list/","No"
"1378","Remove Duplicates from Sorted List II","2","Medium","https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/","No"
"1379","Search in Rotated Sorted Array II","2","Medium","https://leetcode.com/problems/search-in-rotated-sorted-array-ii/","No"
"1380","Remove Duplicates from Sorted Array II","2","Medium","https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/","No"
"1381","Word Search","2","Medium","https://leetcode.com/problems/word-search/","No"
"1382","Subsets","2","Medium","https://leetcode.com/problems/subsets/","No"
"1383","Combinations","2","Medium","https://leetcode.com/problems/combinations/","No"
"1384","Minimum Window Substring","3","Hard","https://leetcode.com/problems/minimum-window-substring/","No"
"1385","Sort Colors","2","Medium","https://leetcode.com/problems/sort-colors/","Yes"
"1386","Search a 2D Matrix","2","Medium","https://leetcode.com/problems/search-a-2d-matrix/","No"
"1387","Set Matrix Zeroes","2","Medium","https://leetcode.com/problems/set-matrix-zeroes/","No"
"1388","Edit Distance","3","Hard","https://leetcode.com/problems/edit-distance/","No"
"1389","Simplify Path","2","Medium","https://leetcode.com/problems/simplify-path/","No"
"1390","Climbing Stairs","1","Easy","https://leetcode.com/problems/climbing-stairs/","Yes"
"1391","Sqrt(x)","1","Easy","https://leetcode.com/problems/sqrtx/","Yes"
"1392","Text Justification","3","Hard","https://leetcode.com/problems/text-justification/","No"
"1393","Add Binary","1","Easy","https://leetcode.com/problems/add-binary/","Yes"
"1394","Plus One","1","Easy","https://leetcode.com/problems/plus-one/","Yes"
"1395","Valid Number","3","Hard","https://leetcode.com/problems/valid-number/","No"
"1396","Minimum Path Sum","2","Medium","https://leetcode.com/problems/minimum-path-sum/","Yes"
"1397","Unique Paths II","2","Medium","https://leetcode.com/problems/unique-paths-ii/","Yes"
"1398","Unique Paths","2","Medium","https://leetcode.com/problems/unique-paths/","Yes"
"1399","Rotate List","2","Medium","https://leetcode.com/problems/rotate-list/","Yes"
"1400","Permutation Sequence","3","Hard","https://leetcode.com/problems/permutation-sequence/","No"
"1401","Spiral Matrix II","2","Medium","https://leetcode.com/problems/spiral-matrix-ii/","No"
"1402","Length of Last Word","1","Easy","https://leetcode.com/problems/length-of-last-word/","Yes"
"1403","Insert Interval","2","Medium","https://leetcode.com/problems/insert-interval/","No"
"1404","Merge Intervals","2","Medium","https://leetcode.com/problems/merge-intervals/","Yes"
"1405","Jump Game","2","Medium","https://leetcode.com/problems/jump-game/","No"
"1406","Spiral Matrix","2","Medium","https://leetcode.com/problems/spiral-matrix/","No"
"1407","Maximum Subarray","1","Easy","https://leetcode.com/problems/maximum-subarray/","Yes"
"1408","N-Queens II","3","Hard","https://leetcode.com/problems/n-queens-ii/","No"
"1409","N-Queens","3","Hard","https://leetcode.com/problems/n-queens/","No"
"1410","Pow(x, n)","2","Medium","https://leetcode.com/problems/powx-n/","No"
"1411","Group Anagrams","2","Medium","https://leetcode.com/problems/group-anagrams/","No"
"1412","Rotate Image","2","Medium","https://leetcode.com/problems/rotate-image/","No"
"1413","Permutations II","2","Medium","https://leetcode.com/problems/permutations-ii/","No"
"1414","Permutations","2","Medium","https://leetcode.com/problems/permutations/","No"
"1415","Jump Game II","2","Medium","https://leetcode.com/problems/jump-game-ii/","No"
"1416","Wildcard Matching","3","Hard","https://leetcode.com/problems/wildcard-matching/","No"
"1417","Multiply Strings","2","Medium","https://leetcode.com/problems/multiply-strings/","No"
"1418","Trapping Rain Water","3","Hard","https://leetcode.com/problems/trapping-rain-water/","No"
"1419","First Missing Positive","3","Hard","https://leetcode.com/problems/first-missing-positive/","Yes"
"1420","Combination Sum II","2","Medium","https://leetcode.com/problems/combination-sum-ii/","No"
"1421","Combination Sum","2","Medium","https://leetcode.com/problems/combination-sum/","Yes"
"1422","Count and Say","2","Medium","https://leetcode.com/problems/count-and-say/","No"
"1423","Sudoku Solver","3","Hard","https://leetcode.com/problems/sudoku-solver/","No"
"1424","Valid Sudoku","2","Medium","https://leetcode.com/problems/valid-sudoku/","Yes"
"1425","Search Insert Position","1","Easy","https://leetcode.com/problems/search-insert-position/","Yes"
"1426","Find First and Last Position of Element in Sorted Array","2","Medium","https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/","Yes"
"1427","Search in Rotated Sorted Array","2","Medium","https://leetcode.com/problems/search-in-rotated-sorted-array/","Yes"
"1428","Longest Valid Parentheses","3","Hard","https://leetcode.com/problems/longest-valid-parentheses/","Yes"
"1429","Next Permutation","2","Medium","https://leetcode.com/problems/next-permutation/","No"
"1430","Substring with Concatenation of All Words","3","Hard","https://leetcode.com/problems/substring-with-concatenation-of-all-words/","No"
"1431","Divide Two Integers","2","Medium","https://leetcode.com/problems/divide-two-integers/","Yes"
"1432","Implement strStr()","1","Easy","https://leetcode.com/problems/implement-strstr/","Yes"
"1433","Remove Element","1","Easy","https://leetcode.com/problems/remove-element/","Yes"
"1434","Remove Duplicates from Sorted Array","1","Easy","https://leetcode.com/problems/remove-duplicates-from-sorted-array/","Yes"
"1435","Reverse Nodes in k-Group","3","Hard","https://leetcode.com/problems/reverse-nodes-in-k-group/","No"
"1436","Swap Nodes in Pairs","2","Medium","https://leetcode.com/problems/swap-nodes-in-pairs/","Yes"
"1437","Merge k Sorted Lists","3","Hard","https://leetcode.com/problems/merge-k-sorted-lists/","No"
"1438","Generate Parentheses","2","Medium","https://leetcode.com/problems/generate-parentheses/","No"
"1439","Merge Two Sorted Lists","1","Easy","https://leetcode.com/problems/merge-two-sorted-lists/","Yes"
"1440","Valid Parentheses","1","Easy","https://leetcode.com/problems/valid-parentheses/","Yes"
"1441","Remove Nth Node From End of List","2","Medium","https://leetcode.com/problems/remove-nth-node-from-end-of-list/","Yes"
"1442","4Sum","2","Medium","https://leetcode.com/problems/4sum/","Yes"
"1443","Letter Combinations of a Phone Number","2","Medium","https://leetcode.com/problems/letter-combinations-of-a-phone-number/","Yes"
"1444","3Sum Closest","2","Medium","https://leetcode.com/problems/3sum-closest/","Yes"
"1445","3Sum","2","Medium","https://leetcode.com/problems/3sum/","Yes"
"1446","Longest Common Prefix","1","Easy","https://leetcode.com/problems/longest-common-prefix/","Yes"
"1447","Roman to Integer","1","Easy","https://leetcode.com/problems/roman-to-integer/","No"
"1448","Integer to Roman","2","Medium","https://leetcode.com/problems/integer-to-roman/","Yes"
"1449","Container With Most Water","2","Medium","https://leetcode.com/problems/container-with-most-water/","Yes"
"1450","Regular Expression Matching","3","Hard","https://leetcode.com/problems/regular-expression-matching/","No"
"1451","Palindrome Number","1","Easy","https://leetcode.com/problems/palindrome-number/","Yes"
"1452","String to Integer (atoi)","2","Medium","https://leetcode.com/problems/string-to-integer-atoi/","Yes"
"1453","Reverse Integer","1","Easy","https://leetcode.com/problems/reverse-integer/","Yes"
"1454","ZigZag Conversion","2","Medium","https://leetcode.com/problems/zigzag-conversion/","Yes"
"1455","Longest Palindromic Substring","2","Medium","https://leetcode.com/problems/longest-palindromic-substring/","Yes"
"1456","Median of Two Sorted Arrays","3","Hard","https://leetcode.com/problems/median-of-two-sorted-arrays/","Yes"
"1457","Longest Substring Without Repeating Characters","2","Medium","https://leetcode.com/problems/longest-substring-without-repeating-characters/","Yes"
"1458","Add Two Numbers","2","Medium","https://leetcode.com/problems/add-two-numbers/","Yes"
"1459","Two Sum","1","Easy","https://leetcode.com/problems/two-sum/","Yes"
